0,rna.EB20*,"Megan, son of Norbert, grandson of Christopher",56,36,3.2212244897959477,117528.0
1,rna.EB34*,"Peter, son of Teresa, grandson of Samuel",52,34,2.8563265306122725,117062.0
2,rna.EB27*,"Michael, son of Adelaida, grandson of Megan",55,33,2.613061224489821,125942.0
3,rna.EB0*,"Dorothy, son of James, grandson of Gustav",55,29,2.4832653061224716,120039.0
4,rna.EB28*,"Tobias, son of Steven, grandson of Valerie",51,31,2.4873469387755334,121637.0
5,rna.EB31*,"Charles, son of Virginia, grandson of Raymond",60,32,2.4930612244898196,126458.0
6,rna.EB38*,"Gregory, son of Catherine, grandson of Jason",54,35,2.4489795918367574,128441.0
7,rna.EB23*,"John, son of Jeffrey, grandson of Terence",53,37,2.5526530612245133,128368.0
8,rna.EB30*,"Oliver, son of Edwin, grandson of Adelaida",60,30,2.5575510204081873,132399.0
9,rna.EB31*,"Edward, son of Tamara, grandson of Theresa",58,33,2.582040816326554,131947.0
10,rna.EB30*,"Teresa, son of Vincent, grandson of John",54,34,2.4767346938775736,132165.0
11,rna.EB47*,"Roberta, son of Frederick, grandson of Veronica",53,37,2.5608163265306363,121309.0
12,rna.EB28*,"Philip, son of Samantha, grandson of Herbert",56,33,2.54040816326533,122319.0
13,rna.EB26*,"Charles, son of Dominic, grandson of Isabella",61,34,2.60571428571431,118256.0
14,rna.EB35*,"Howard, son of Abigail, grandson of Jason",54,38,2.614693877551045,115477.0
15,rna.EB11*,"Russell, son of Spencer, grandson of Theodore",54,34,2.54040816326533,114838.0
16,rna.EB23*,"Peter, son of Herbert, grandson of Jeremy",55,32,2.494693877551043,116385.0
17,rna.EB15*,"Margaret, son of Madeline, grandson of Alexandra",58,33,2.494693877551044,119552.0
18,rna.EB19*,"Joshua, son of Raymond, grandson of Jeremiah",59,37,2.4555102040816554,117320.0
19,rna.EB15*,"Francesca, son of Dolores, grandson of Samuel",59,37,2.5428571428571667,115166.0
20,rna.EB18*,"Spencer, son of Barbara, grandson of Garfield",54,37,2.4995918367347167,115034.0
21,rna.EB11*,"David, son of Bridget, grandson of Rodney",57,37,2.488163265306146,114392.0
22,rna.EB21*,"Adelaida, son of Vincent, grandson of Theodore",53,36,2.5485714285714516,115697.0
23,rna.EB30*,"Stephen, son of Jeremiah, grandson of Kristen",56,37,2.52979591836737,114414.0
24,rna.EB37*,"Edmund, son of Hilary, grandson of Christopher",58,37,2.511836734693901,119343.0
