0,rna.EB32*,"Lucille, son of Montmorency, grandson of Steven",47,26,3.196734693877582,61010.0
1,rna.EB46*,"Terence, son of Gregory, grandson of Donald",51,29,2.7942857142857407,61674.0
2,rna.EB4*,"Augustus, son of Gustav, grandson of Katrina",44,28,2.628571428571454,61394.0
3,rna.EB0*,"Edmund, son of Stephen, grandson of Margaret",44,28,2.5306122448979824,61116.0
4,rna.EB20*,"Tamara, son of Kenneth, grandson of Charles",48,28,2.5110204081632888,60852.0
5,rna.EB11*,"Theodore, son of William, grandson of Dolores",49,26,2.3306122448979814,60813.0
6,rna.EB42*,"Joel, son of Francesca, grandson of Charles",48,26,2.284081632653083,61560.0
7,rna.EB14*,"Tobias, son of Emily, grandson of Daniel",47,28,2.418775510204104,63316.0
8,rna.EB49*,"Bridget, son of Theresa, grandson of Victor",45,29,2.4489795918367574,61992.0
9,rna.EB27*,"Emily, son of Mathew, grandson of Gustav",41,26,2.504489795918391,60606.0
10,rna.EB11*,"Margaret, son of Joshua, grandson of Anthony",43,23,2.5306122448979824,60846.0
11,rna.EB35*,"Carolyn, son of Edward, grandson of Tamara",46,27,2.6253061224490044,61612.0
12,rna.EB6*,"Edmund, son of Peregrine, grandson of Frances",45,28,2.583673469387779,61859.0
13,rna.EB24*,"Theresa, son of Francesco, grandson of William",48,28,2.6081632653061466,61297.0
14,rna.EB40*,"Jordan, son of Gertrude, grandson of Margaret",50,26,2.5967346938775755,60608.0
15,rna.EB5*,"Jessica, son of Rodney, grandson of Seymour",49,26,2.6587755102041064,61492.0
16,rna.EB1*,"Kristen, son of Francesco, grandson of Franklin",48,24,2.6277551020408403,60590.0
17,rna.EB35*,"Arnold, son of Jane, grandson of Jeremy",47,27,2.5534693877551256,61625.0
18,rna.EB24*,"Ronald, son of Michael, grandson of Christine",48,26,2.5069387755102275,60160.0
19,rna.EB46*,"Pauline, son of Dominick, grandson of William",44,28,2.5583673469387995,61221.0
20,rna.EB40*,"Jeffrey, son of Pauline, grandson of Dominick",43,25,2.4775510204081868,61881.0
21,rna.EB9*,"Veronica, son of John, grandson of Tamara",43,27,2.36653061224492,60604.0
22,rna.EB30*,"Geoffrey, son of Veronica, grandson of John",47,28,2.394285714285736,61147.0
23,rna.EB19*,"Priscilla, son of Rodney, grandson of Garfield",48,29,2.551020408163289,61223.0
24,rna.EB45*,"Victoria, son of Elaine, grandson of Matthew",41,26,2.675102040816351,60961.0
25,rna.EB36*,"Theodore, son of Abigail, grandson of Lawrence",43,29,2.590204081632677,61957.0
26,rna.EB42*,"Veronica, son of Janet, grandson of Miranda",49,26,2.560816326530636,61329.0
27,rna.EB27*,"Valerie, son of Eugene, grandson of Victoria",44,29,2.583673469387779,61661.0
28,rna.EB9*,"Bartholomew, son of Ethel, grandson of Leonardo",49,30,2.3975510204081854,62213.0
29,rna.EB24*,"Alfred, son of Violet, grandson of Jeremiah",46,29,2.5526530612245133,62079.0
30,rna.EB30*,"Theodore, son of Thomas, grandson of Isabella",59,25,2.454693877551043,60705.0
31,rna.EB44*,"Alexandra, son of Thomas, grandson of Jason",45,23,2.386122448979614,61065.0
32,rna.EB13*,"Margaret, son of Edward, grandson of Thomas",50,27,2.4832653061224725,61502.0
33,rna.EB44*,"Josephine, son of Jeremy, grandson of Virginia",54,27,2.4832653061224716,61488.0
34,rna.EB0*,"Geoffrey, son of Virginia, grandson of David",45,24,2.5273469387755334,61231.0
35,rna.EB21*,"James, son of Nathan, grandson of Jessica",42,22,2.5477551020408398,59894.0
36,rna.EB40*,"Virginia, son of Michele, grandson of Paula",54,24,2.518367346938799,60472.0
37,rna.EB17*,"Jessica, son of Michelle, grandson of Regina",43,27,2.4522448979592064,61287.0
38,rna.EB28*,"Catherine, son of Margaret, grandson of Peter",46,26,2.544489795918391,61539.0
39,rna.EB20*,"Howard, son of Geoffrey, grandson of Joseph",45,28,2.4938775510204305,61436.0
40,rna.EB34*,"Edwin, son of Cassandra, grandson of David",43,26,2.487346938775533,61237.0
41,rna.EB5*,"Susan, son of Dwight, grandson of Victoria",48,26,2.545306122449003,61170.0
42,rna.EB23*,"Adelaida, son of Robert, grandson of Ronald",45,27,2.625306122449004,61504.0
43,rna.EB34*,"Theodore, son of Raymond, grandson of Richard",45,29,2.5608163265306367,61975.0
44,rna.EB23*,"Peregrine, son of Theodore, grandson of Raymond",50,25,2.4424489795918594,61748.0
45,rna.EB20*,"Theresa, son of Dominick, grandson of Amanda",46,26,2.4759183673469622,61042.0
46,rna.EB0*,"Philippa, son of Spencer, grandson of Jason",46,24,2.5412244897959426,61186.0
47,rna.EB28*,"David, son of Geoffrey, grandson of Andrew",44,30,2.526530612244921,62786.0
48,rna.EB28*,"Peregrine, son of Judith, grandson of Robert",48,28,2.5387755102041054,61781.0
49,rna.EB21*,"Virginia, son of Thomas, grandson of Theodore",49,29,2.6187755102041064,61836.0
50,rna.EB0*,"Abraham, son of Angus, grandson of Dwight",39,27,2.665306122449004,63588.0
51,rna.EB17*,"Raphael, son of Jane, grandson of Garfield",43,27,2.578775510204106,61785.0
52,rna.EB43*,"Janice, son of Regina, grandson of Virginia",45,27,2.4824489795918594,62276.0
53,rna.EB20*,"Beverley, son of Josephine, grandson of Bartholomew",55,26,2.4661224489796147,61592.0
54,rna.EB1*,"Edwin, son of Teresa, grandson of Trenton",46,25,2.471020408163288,61172.0
55,rna.EB21*,"Geoffrey, son of Edward, grandson of Geoffrey",45,28,2.504489795918391,62479.0
56,rna.EB49*,"Pauline, son of Violet, grandson of Zachary",45,26,2.541224489795942,61409.0
57,rna.EB1*,"Matthew, son of Gustav, grandson of Andrew",47,26,2.604081632653086,61128.0
58,rna.EB40*,"Herbert, son of Margaret, grandson of Alastair",50,27,2.5297959183673697,61867.0
59,rna.EB37*,"Dwight, son of Cassandra, grandson of Douglas",47,27,2.518367346938799,61922.0
60,rna.EB37*,"Theodore, son of Anthony, grandson of Mitchell",48,29,2.5616326530612485,61764.0
61,rna.EB28*,"Anthony, son of Hilary, grandson of Tobias",49,27,2.5330612244898196,62383.0
62,rna.EB28*,"Ronald, son of Herbert, grandson of Margaret",47,27,2.49714285714288,61263.0
63,rna.EB42*,"John, son of Thomas, grandson of Benjamin",54,24,2.54040816326533,61516.0
64,rna.EB0*,"Charles, son of Peregrine, grandson of Aloysius",43,27,2.47510204081635,63796.0
65,rna.EB29*,"Joseph, son of Barnaby, grandson of Isabella",53,27,2.436734693877573,61946.0
66,rna.EB25*,"Frances, son of Margaret, grandson of Frederick",46,28,2.519183673469411,62092.0
67,rna.EB45*,"Geoffrey, son of Peter, grandson of Philip",46,27,2.546122448979616,62139.0
68,rna.EB1*,"Alfred, son of Samantha, grandson of Frances",44,25,2.5714285714285947,61241.0
69,rna.EB28*,"William, son of Edward, grandson of William",49,23,2.5134693877551246,63292.0
70,rna.EB13*,"Megan, son of Vincent, grandson of Ellen",44,26,2.621224489795943,61671.0
71,rna.EB23*,"Jane, son of Lucille, grandson of Megan",42,23,2.6359183673469637,61498.0
72,rna.EB43*,"Reginald, son of Theresa, grandson of Janice",51,26,2.4955102040816564,62002.0
73,rna.EB20*,"William, son of Margaret, grandson of Victoria",42,27,2.520000000000023,61805.0
74,rna.EB33*,"Eleanor, son of William, grandson of Megan",54,28,2.500408163265329,63834.0
75,rna.EB43*,"Maria, son of Alastair, grandson of Christopher",47,24,2.5730612244898206,61988.0
76,rna.EB2*,"Theresa, son of Reginald, grandson of Virginia",51,25,2.525714285714309,63155.0
77,rna.EB32*,"Gustav, son of Judith, grandson of Reginald",58,27,2.4293877551020637,61975.0
78,rna.EB34*,"Beverley, son of Geoffrey, grandson of Jason",49,26,2.4824489795918594,61236.0
79,rna.EB20*,"Abigail, son of Veronica, grandson of Edward",43,27,2.571428571428595,61371.0
80,rna.EB16*,"Regina, son of Virginia, grandson of Leonardo",44,26,2.48979591836737,62139.0
81,rna.EB10*,"Joel, son of Dominic, grandson of Kristen",47,26,2.4979591836734922,61585.0
82,rna.EB17*,"Terence, son of Gustav, grandson of Katherine",42,24,2.4808163265306353,61261.0
83,rna.EB35*,"Louis, son of Louis, grandson of Rebecca",49,24,2.4955102040816564,61872.0
84,rna.EB1*,"Daniel, son of Dominic, grandson of Helen",48,27,2.56571428571431,61860.0
85,rna.EB29*,"Janice, son of Cassandra, grandson of Nathaniel",48,28,2.5804081632653304,62567.0
86,rna.EB46*,"Nathaniel, son of Nichola, grandson of Edward",47,24,2.6310204081632897,62277.0
87,rna.EB12*,"Theresa, son of Victor, grandson of Janet",43,27,2.5885714285714525,62603.0
88,rna.EB4*,"Simon, son of Joseph, grandson of Theodore",46,23,2.594285714285738,62743.0
89,rna.EB26*,"Andrew, son of Montgomery, grandson of Tamara",45,26,2.6016326530612486,61906.0
90,rna.EB4*,"Alexandra, son of Kenneth, grandson of Simon",46,27,2.644081632653086,62650.0
91,rna.EB4*,"Oliver, son of Amanda, grandson of Donald",48,30,2.6048979591836976,62323.0
92,rna.EB37*,"Benjamin, son of Oliver, grandson of Amanda",44,24,2.5012244897959417,61879.0
93,rna.EB24*,"Lucille, son of Benjamin, grandson of Oliver",53,28,2.524897959183697,62053.0
94,rna.EB36*,"Benjamin, son of Jacob, grandson of Simon",48,27,2.5608163265306363,63817.0
95,rna.EB1*,"Dwight, son of Ellen, grandson of Russell",55,25,2.600000000000024,61777.0
96,rna.EB23*,"Teresa, son of Donald, grandson of Oliver",55,26,2.559183673469412,61807.0
97,rna.EB21*,"Daniel, son of Paul, grandson of Dolores",38,23,2.589387755102065,61957.0
98,rna.EB9*,"Patricia, son of Victoria, grandson of Virginia",43,25,2.570612244897984,63697.0
99,rna.EB7*,"Margaret, son of Bridget, grandson of John",48,25,2.4693877551020638,64509.0
